Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSDARG00000041490		E9QGU7
ENSDARG00000023203		X1WFX0
ENSDARG00000003701	Q9YH90	B2GPD3
ENSDARG00000041490		E9QIL3
ENSDARG00000092345		B0UYN5
ENSDARG00000023989	Q6DC93	
ENSDARG00000003701		B8JII0
ENSDARG00000052091		A4FTT4
ENSDARG00000023203		A0A0R4IY32
ENSDARG00000020814		Q6DGZ2
ENSDARG00000092345		B0UYN6
ENSDARG00000023203		F1RAH3
ENSDARG00000095596		F1QJG1
ENSDARG00000068576		I3ISD2
ENSDARG00000061770		F1Q4Y1
ENSDARG00000068582	Q08CG8	
ENSDARG00000010192		O57416
ENSDARG00000052091		A0A0R4IGE4
ENSDARG00000068582		F1QLM1
ENSDARG00000019081		A0A0J9YIW4
ENSDARG00000068576		F1QS61
ENSDARG00000010192		A0A0R4IA08
ENSDARG00000068576		A0A0R4IZ23
ENSDARG00000007745		A7MCR1
ENSDARG00000078647		F1RBX4
ENSDARG00000104049	Q642H2	
ENSDARG00000057000		F1R6R7
ENSDARG00000010192		F1R7Y4
ENSDARG00000068582		A0A0R4IXY2
ENSDARG00000054655		E7F933
ENSDARG00000019081		A0A0R4IVW4
ENSDARG00000057000		F1QFG8
ENSDARG00000096797		U3JAG2
ENSDARG00000011618		E7F9I7
ENSDARG00000054655		X1WD15
ENSDARG00000061946		F1Q509
ENSDARG00000104049	Q642H2	
ENSDARG00000099954		A0A0R4IDQ8
ENSDARG00000059738		F1QLA4
ENSDARG00000099954		A3KNA4
ENSDARG00000059738		F1QJW2
ENSDARG00000014081		Q5SPS1
ENSDARG00000062173		Q1LUF1
ENSDARG00000036438		Q6AZA2
ENSDARG00000042642	Q7SXL7	
ENSDARG00000099954		A3KNA4
ENSDARG00000014081		Q5SPS2
ENSDARG00000013095		Q6NV35
ENSDARG00000103924		A0A0R4II68
ENSDARG00000042833		F1QFN6
ENSDARG00000037002		B8JII5
ENSDARG00000056027	Q8AWZ0	
ENSDARG00000042642		Q5SPA6
ENSDARG00000062173		F1Q557
ENSDARG00000021806		F1QU82
ENSDARG00000042833		X1WG81
ENSDARG00000074858		F1QWK5
ENSDARG00000044048		F1QX09
ENSDARG00000062173		A0A0R4IAH5
ENSDARG00000021433		B0S731
ENSDARG00000019137		Q6P4U7
ENSDARG00000090428		F1QFX9
ENSDARG00000042642		A0A0R4IYI0
ENSDARG00000036107		Q7ZWB6
ENSDARG00000015495		A2BG67
ENSDARG00000055302		B0QZN0
ENSDARG00000013095		A8KBT3
ENSDARG00000059636		F1QYI6
ENSDARG00000100439		A0A0R4ID99
ENSDARG00000028546		F1RDA6
ENSDARG00000055302		F1R6P6
ENSDARG00000095902		F8W410
ENSDARG00000059636		F1QH21
ENSDARG00000015495		A2BG67
ENSDARG00000056030	Q8AWY9	B3DJ48
ENSDARG00000055294		B0R059
ENSDARG00000095902		A0A0R4IQL2
ENSDARG00000074979		X1WDN3
ENSDARG00000056030		E9QGR2
ENSDARG00000074979		E7FB38
ENSDARG00000069321		Q1LWJ5
ENSDARG00000070331		X1WBL9
ENSDARG00000069321		F1QFT3
ENSDARG00000102218		A0A0R4IYY6
ENSDARG00000012932		F1RDD5
ENSDARG00000101526		A0A0R4IUI7
ENSDARG00000101526		A0A0R4IHB5
ENSDARG00000101526		A0A0R4IGK5
ENSDARG00000026531		F1QD88
ENSDARG00000070331		A0A0R4IU82
ENSDARG00000102674		A0A0R4IA93
ENSDARG00000053190		X1WGF8
ENSDARG00000035608	Q502L2	
ENSDARG00000070331		E7FDM6
ENSDARG00000102674		A0A0R4IQI9
ENSDARG00000040302		E9QEN3
ENSDARG00000040302		E7EZJ6
ENSDARG00000079271		Q567K5
ENSDARG00000026531		F1Q742
ENSDARG00000094484		H0WET3
ENSDARG00000075480		F6NTQ8
ENSDARG00000062335		Q1LXZ5
ENSDARG00000012932		E9QCP2
ENSDARG00000079271		E9QD12
ENSDARG00000037421	P26632	B3DKJ7
ENSDARG00000075480		A4JYE9
ENSDARG00000096977		X1WFJ5
ENSDARG00000102674		A0A0R4IU27
ENSDARG00000069105		B7ZVT9
ENSDARG00000056519		A0A140LFT4
ENSDARG00000094484		F1QUW1
ENSDARG00000009505		Q7ZVG4
ENSDARG00000089162		B8A4J3
ENSDARG00000079271		E9QCZ0
ENSDARG00000036109		Q1L8P8
ENSDARG00000056519		F1RAW5
ENSDARG00000074759		F6NQ00
ENSDARG00000079271		Q567K5
ENSDARG00000074759		B8A6A5
ENSDARG00000103330		A0A0R4IU43
ENSDARG00000089162		A0A0G2QC20
ENSDARG00000089162		B8JI73
ENSDARG00000074754		B8A489
ENSDARG00000092003		F1QCS3
ENSDARG00000061398		F8W419
ENSDARG00000020926		F6NIK9
ENSDARG00000092003		A0A0R4IQR5
ENSDARG00000074754		B8A488
ENSDARG00000061398		F1RAL6
ENSDARG00000060452		F1QY51
ENSDARG00000062122		B8JIG8
ENSDARG00000058260		F1RDF8
ENSDARG00000092003		A0A0R4IHZ8
ENSDARG00000094308		H0WEK7
ENSDARG00000074754		B8A490
ENSDARG00000060452		F1Q4Z1
ENSDARG00000094308		H0WEK7
ENSDARG00000057665		Q65CB0
ENSDARG00000058260		A0A0R4IFQ0
ENSDARG00000020926		A0A0R4IAM1
ENSDARG00000074759		B8A6A6
ENSDARG00000042644		Q6P980
ENSDARG00000045870		F1QP59
ENSDARG00000034871		E7F5U6
ENSDARG00000020926		A0A0R4IB23
ENSDARG00000058260		A0A0R4IXI6
ENSDARG00000074759		F1QV66
ENSDARG00000062745		B0EVP6
ENSDARG00000020926		A0A0R4IQZ7
ENSDARG00000045870		F1QL98
ENSDARG00000061378		E7FBA3
ENSDARG00000037545		B8JI40
ENSDARG00000034871		A0A140LGW2
ENSDARG00000092842		B0S561
ENSDARG00000094615		F1QGG6
ENSDARG00000077007		
ENSDARG00000045870		H0WEH6
ENSDARG00000037545		E9QDZ7
ENSDARG00000094050		F1Q566
ENSDARG00000076857		F1RDU0
ENSDARG00000091835		K7DYL3
ENSDARG00000052374		F1Q6Z1
ENSDARG00000034871		A0A140LH66
ENSDARG00000045870		Q1LY75
ENSDARG00000012275		F1QSI7
ENSDARG00000077474		A0A0R4IB03
ENSDARG00000036064		E9QIB4
ENSDARG00000052374		A0A140LGE8
ENSDARG00000045870		F1R8A2
ENSDARG00000091835		E7F659
ENSDARG00000077474		E7FBB7
ENSDARG00000056605		F1QJX3
ENSDARG00000025854		F1QGF7
ENSDARG00000079123		B0R199
ENSDARG00000100412		A0A0R4IWV7
ENSDARG00000036064	Q561X0	
ENSDARG00000039756		F6PE50
ENSDARG00000079255		F8W608
ENSDARG00000028552		X1WD18
ENSDARG00000010936		E7F1E3
ENSDARG00000103186		A0A0G2KGX1
ENSDARG00000070478		X1WHZ3
ENSDARG00000015540	Q90ZE4	
ENSDARG00000028552		E7F6N0
ENSDARG00000053463		R4GF10
ENSDARG00000010936		F1QUR2
ENSDARG00000070543		F1QDE5
ENSDARG00000103186		A0A0G2L478
ENSDARG00000079850		F1QXA3
ENSDARG00000039756		F1R786
ENSDARG00000004871		F1REV2
ENSDARG00000103186		A0A0G2L8U9
ENSDARG00000041362		Q1LY23
ENSDARG00000103186		A0A0G2KXW0
ENSDARG00000012485		F8W4T4
ENSDARG00000093724		F6P7M0
ENSDARG00000079850		E9QEN9
ENSDARG00000070543		F1QYY7
ENSDARG00000071573		A7E2L8
ENSDARG00000079850		F1QGX1
ENSDARG00000070478	Q0P4D1	
ENSDARG00000012485		F1QEM3
ENSDARG00000079420		B5DDZ4
ENSDARG00000006192		Q1LVI0
ENSDARG00000075754		F1QYU4
ENSDARG00000053463		A0A0R4ILI6
ENSDARG00000029230		F1R3S5
ENSDARG00000004871		F8W2F8
ENSDARG00000025854		F1R9W2
ENSDARG00000006192		Q1LVH9
ENSDARG00000086612		I3ISI7
ENSDARG00000071139		E7FCY6
ENSDARG00000053463		F1QA25
ENSDARG00000093602		F1RCX5
ENSDARG00000071573		E9QFA0
ENSDARG00000041959		Q9PTF7
ENSDARG00000006192		A0A0R4IN87
ENSDARG00000099307		A0A0R4I9Z8
ENSDARG00000076699		F1RAP1
ENSDARG00000075754	A9JRE2	
ENSDARG00000076699		A0A0R4IK92
ENSDARG00000016979		Q1L8E2
ENSDARG00000071573		E9QFA0
ENSDARG00000075916		B8JHZ6
ENSDARG00000041257		Q5CZV1
ENSDARG00000008287		B8JI33
ENSDARG00000105619		
ENSDARG00000029230		Q6P016
ENSDARG00000096319		A0A0R4IBW7
ENSDARG00000041257		A0A0J9YJ39
ENSDARG00000029230		E9QIZ7
ENSDARG00000093199		X1WH59
ENSDARG00000008287		F1R4J9
ENSDARG00000098029		X1WBN4
ENSDARG00000053583		F1QPF3
ENSDARG00000096319		A0A0R4IBW7
ENSDARG00000075916		B8JHZ5
ENSDARG00000095521		H0WF66
ENSDARG00000004836		E7FF34
ENSDARG00000004836		E7FF34
ENSDARG00000095521		E9QI76
ENSDARG00000027357		E9QFM0
ENSDARG00000061214		F1QXM6
ENSDARG00000061214		F1RAK9
ENSDARG00000077950		E9QG29
ENSDARG00000075916		F6NGG3
ENSDARG00000012060	Q1L8P7	
ENSDARG00000077950		E9QHA7
ENSDARG00000029230		Q5PR43
ENSDARG00000076252		H0WEU7
ENSDARG00000040303		E9QF00
ENSDARG00000032856		F1QA47
ENSDARG00000043661		A0A0R4IRH4
ENSDARG00000043938	Q6DHL5	
ENSDARG00000040303		F8W3R1
ENSDARG00000076252		F1QMP7
ENSDARG00000068863		A5WVV4
ENSDARG00000095111		B8JI32
ENSDARG00000043661		E7F1L2
ENSDARG00000012060		B3DIU2
ENSDARG00000070215		F1QPH4
ENSDARG00000027357		F1Q9M2
ENSDARG00000038792		Q9DFS2
ENSDARG00000093199		F1QZN3
ENSDARG00000043938		E9QEY4
ENSDARG00000057984		F1RBZ6
ENSDARG00000012060		A0A0R4IH11
ENSDARG00000032856		F1QA47
ENSDARG00000088612		E7FDI2
ENSDARG00000090366		H0WEE1
ENSDARG00000038737		Q68EI2
ENSDARG00000027357		E9QBW6
ENSDARG00000090366		F1QX47
ENSDARG00000040303	Q5I2W8	
ENSDARG00000078297		F1R933
ENSDARG00000057984		E9QGZ7
ENSDARG00000038737		E7FGC1
ENSDARG00000078297		F1RBF2
ENSDARG00000096186		H0WEC3
ENSDARG00000062712		Q1L877
ENSDARG00000005629		T1ECS2
ENSDARG00000057984		E9QIW5
ENSDARG00000096186		A0A0R4ID66
ENSDARG00000086324		E7EZM5
ENSDARG00000036305	Q7SXB5	
ENSDARG00000086449		H0WF94
ENSDARG00000096940		X1WF74
ENSDARG00000044575		F1Q740
ENSDARG00000103316		A0A0R4I9L7
ENSDARG00000105120		A0A0R4I9X7
ENSDARG00000086324		E7EZM5
ENSDARG00000018621		A5D6R9
ENSDARG00000096940		A0A0G2KIH5
ENSDARG00000044575		F1Q740
ENSDARG00000086324		E7EZM5
ENSDARG00000096188		H0WEW6
ENSDARG00000105120		A0A0R4I9X7
ENSDARG00000053257		F1Q8E1
ENSDARG00000094074		Q1L8P9
ENSDARG00000070477		A5WUY3
ENSDARG00000056877		Q7SZZ5
ENSDARG00000005629		R4GEX3
ENSDARG00000094074		Q1L8P9
ENSDARG00000096971		X1WD61
ENSDARG00000045858		Z4YHW6
ENSDARG00000033144		Q9PUC4
ENSDARG00000096140		E7F5M6
ENSDARG00000036305	Q7SXB5	
ENSDARG00000096140		E7F5M6
ENSDARG00000096971		X1WGX2
ENSDARG00000028336		A8E7G0
ENSDARG00000036162		F1QTL9
ENSDARG00000096011		H0WE45
ENSDARG00000036162		F1QTL9
ENSDARG00000061437	A8E7C5	
ENSDARG00000070677		G1K2U0
ENSDARG00000005629		A0A0R4IGJ5
ENSDARG00000036305		A0A0H2UKG2
ENSDARG00000096011		A0A0N4STU7
ENSDARG00000018896		E9QIX9
ENSDARG00000061763		F1Q8W3
ENSDARG00000061437		G1K2S1
ENSDARG00000102673		A0A0R4IMZ3
ENSDARG00000093781		F1QXJ6
ENSDARG00000036162		F8W265
ENSDARG00000088378		H0WFH5
ENSDARG00000079043		B8A5M2
ENSDARG00000102673		A0A0R4IMZ3
ENSDARG00000079043		B8A5M2
ENSDARG00000014572	Q7ZW02	
ENSDARG00000091560		E7EY30
ENSDARG00000102673		A0A0R4IGT5
ENSDARG00000070677		G1K2U0
ENSDARG00000005629	Q5RGL7	
ENSDARG00000036305		G1K2J5
ENSDARG00000060946		A2CEP6
ENSDARG00000060946		F1QA92
ENSDARG00000054911	Q9W7M8	Q1RM34
ENSDARG00000070477	Q6NWJ4	
ENSDARG00000077007		A0A0N4SU49
ENSDARG00000030215		A5WWJ4
ENSDARG00000043646		B0S5N6
ENSDARG00000077540		I3IRY7
ENSDARG00000100421		H0WEP1
ENSDARG00000030215		A5WWJ5
ENSDARG00000062355		F1QQT9
ENSDARG00000043404		Q1L878
ENSDARG00000016086		F1QEG9
ENSDARG00000077540		F1R280
ENSDARG00000030215		F6P6F2
ENSDARG00000100421		A0A0H2UJV4
ENSDARG00000035942		
ENSDARG00000030999		E9QEE0
ENSDARG00000036878	Q6GMK7	
ENSDARG00000045930		Q6DH13
ENSDARG00000030215		X1WH98
ENSDARG00000014676		F8W368
ENSDARG00000030999		E7FFJ6
ENSDARG00000057452		F1QDL6
ENSDARG00000078072		F1QUA0
ENSDARG00000079350		F1R7Q9
ENSDARG00000078072		A0A0R4IQG8
ENSDARG00000035942		Q6ZM33
ENSDARG00000038156		E9QD92
ENSDARG00000067828		E7FEQ0
ENSDARG00000067828		F1QHP0
ENSDARG00000035879		Q1LUJ4
ENSDARG00000014676		E7FDU0
ENSDARG00000013528		K3W4K9
ENSDARG00000071735		F1QR26
ENSDARG00000013528		K3W4K9
ENSDARG00000012495		E7F5L8
ENSDARG00000035398		F1QKP6
ENSDARG00000062355		F6P7F6
ENSDARG00000042005	Q5RIC0	
ENSDARG00000098706		A0A0J9YJK8
ENSDARG00000079933		E7F7W6
ENSDARG00000098706		A0A0R4IRX1
ENSDARG00000077007		E7F108
ENSDARG00000038156		F1RA01
ENSDARG00000002369		B0R189
ENSDARG00000087393		E9QCW4
ENSDARG00000012066		Q5RI45
ENSDARG00000017037		F1QHG7
ENSDARG00000058229		X1WEX7
ENSDARG00000001470		A8E7F2
ENSDARG00000104415		E9QI03
ENSDARG00000002369		F1Q8K7
ENSDARG00000053716		Q1LYD1
ENSDARG00000104415		A0A0N4SU72
ENSDARG00000087393		E9QHK5
ENSDARG00000087393		E7FAB4
ENSDARG00000017037		F1QHM5
ENSDARG00000037558		Q68EL0
ENSDARG00000055560		F1R283
ENSDARG00000090826		E7FCB3
ENSDARG00000077284		F1R9C0
ENSDARG00000093779		B0R190
ENSDARG00000042005	Q5RIC0	
ENSDARG00000055560		F1R780
ENSDARG00000068856		E9QBJ7
ENSDARG00000038066		F1QG82
ENSDARG00000092423		B0R192
ENSDARG00000042525		A2BIQ0
ENSDARG00000001470		A0A0R4IE43
ENSDARG00000057427		F1Q9Q1
ENSDARG00000092423		A0A0R4IQ43
ENSDARG00000061371		Q08C62
ENSDARG00000038066		F1QG82
ENSDARG00000094706	B0R191	
ENSDARG00000069089		E9QBS3
ENSDARG00000068856		A1A5V5
ENSDARG00000062241		Q1LYQ8
ENSDARG00000069089		E9QBS3
ENSDARG00000077284		E9QG52
ENSDARG00000069089		
ENSDARG00000077284		E7FGJ8
ENSDARG00000062924		B8A5A2
ENSDARG00000025679		E9QFY6
ENSDARG00000093313		B0R193
ENSDARG00000035571		A3KPQ6
ENSDARG00000055825		A9C3S7
ENSDARG00000015111		Q803W0
ENSDARG00000061371		B0S5D7
ENSDARG00000086262		F1QS25
ENSDARG00000038066		Q498Q1
ENSDARG00000001470		Q7YP14
ENSDARG00000062924		A0A0R4IXX3
ENSDARG00000098782		A3KPZ2
ENSDARG00000093313		B3DLH2
ENSDARG00000019338	Q66HT8	
ENSDARG00000035571		Q6DGB0
ENSDARG00000035538		E7F7W2
ENSDARG00000061371		B0S5D7
ENSDARG00000093313		A0A0N4SUD2
ENSDARG00000018260		Q9PTF9
ENSDARG00000051713		X1WH99
ENSDARG00000036426		F1QSJ0
ENSDARG00000055825		F1R379
ENSDARG00000018260		F1Q926
ENSDARG00000051713		F1RAH2
ENSDARG00000039521		X1WH62
ENSDARG00000087601		B0UXR1
ENSDARG00000088130		A0A0A0MPH2
ENSDARG00000073684		X1WBU3
ENSDARG00000039863		F1QRJ3
ENSDARG00000087601		E7F5Y4
ENSDARG00000055825		F1R6D5
ENSDARG00000090872		E7FD23
ENSDARG00000025679		A4IG53
ENSDARG00000058229		A5PN36
ENSDARG00000088130		Q1LX31
ENSDARG00000039521		X1WF78
ENSDARG00000055825		F1R8J2
ENSDARG00000015224		F1R1N9
ENSDARG00000039863		F1Q5F5
ENSDARG00000090872		X1WFU9
ENSDARG00000077860		E9QEX9
ENSDARG00000004396		A5WVT9
ENSDARG00000073684		F1RDN8
ENSDARG00000058229		X1WCW1
ENSDARG00000090872		E7FD23
ENSDARG00000058229		F1QHW6
ENSDARG00000027750		Q5CZT1
ENSDARG00000098683		A0A0R4IZN8
ENSDARG00000056873		Q7SZZ6
ENSDARG00000020101		Q7T3B1
ENSDARG00000102230		A0A0R4IVQ6
ENSDARG00000098683		A0A0R4IW44
ENSDARG00000027750		A5WWD7
ENSDARG00000077860		A0A0R4IUB2
ENSDARG00000056270		A3KP55
ENSDARG00000005394		B8JLQ7
ENSDARG00000092746		B0S5A4
ENSDARG00000027750		F1QML2
ENSDARG00000077860		E7FCF8
ENSDARG00000087817		F1Q8P2
ENSDARG00000045428		F1RDB7
ENSDARG00000077860		A0A0R4IQV3
ENSDARG00000019525		E9QCV6
ENSDARG00000058229		E9QJN3
ENSDARG00000068557		Q7ZZ32
ENSDARG00000087817		X1WG16
ENSDARG00000005394		U3JB39
ENSDARG00000087817		X1WBQ3
ENSDARG00000098570		A0A0R4IFS7
ENSDARG00000019525		E9QCV6
ENSDARG00000100335		H0WE97
ENSDARG00000000370		A0A140LFR9
ENSDARG00000045428		
ENSDARG00000056145		F1QI30
ENSDARG00000031382		F1R1E8
ENSDARG00000098570		A0A0R4IVQ8
ENSDARG00000039218		E7FA10
ENSDARG00000056270		E9QGB2
ENSDARG00000058452		A7MCM0
ENSDARG00000014091	Q5XJQ7	B2GQ48
ENSDARG00000056145		F1QQY3
ENSDARG00000100335		A0A0G2L9Q0
ENSDARG00000039218		E7FA10
ENSDARG00000040736		Q5XTN3
ENSDARG00000100335		A0A0G2KXZ6
ENSDARG00000091633		E7EXS7
ENSDARG00000076103		F1R9I3
ENSDARG00000017720		E7FFH7
ENSDARG00000008472		F1Q865
ENSDARG00000058452	Q7ZVZ7	
ENSDARG00000017720		E7FFH7
ENSDARG00000091633		U3JAL1
ENSDARG00000058452		A0A0R4IW94
ENSDARG00000088315		F8W3H6
ENSDARG00000000086		A8E7E7
ENSDARG00000104006		H0WEK2
ENSDARG00000037062		E9QGT4
ENSDARG00000088315		A0A0R4IW16
ENSDARG00000020521		E7FGR3
ENSDARG00000079080		F1Q6H5
ENSDARG00000095863		Q4L216
ENSDARG00000079080		X1WD06
ENSDARG00000030975		E7FD69
ENSDARG00000038672		F1QZD5
ENSDARG00000006666		F1QH05
ENSDARG00000020924		A0A0H2UKD8
ENSDARG00000037062		B3DJ46
ENSDARG00000067824		F1QGK4
ENSDARG00000038672		F8W5T7
ENSDARG00000038672		F8W2J8
ENSDARG00000067824		E7F9H3
ENSDARG00000077638		I3ISM3
ENSDARG00000038672		F8W4S5
ENSDARG00000054929		Q5QKM9
ENSDARG00000015144		U3JB01
ENSDARG00000000086		F1QHI5
ENSDARG00000068274		A2BIM2
ENSDARG00000038672		F1RAG0
ENSDARG00000077638		F1Q946
ENSDARG00000011170	Q5PR98	
ENSDARG00000092713		F1QLA6
ENSDARG00000095046		B0R0V1
ENSDARG00000010721		F1R3Q3
ENSDARG00000011170	Q5PR98	
ENSDARG00000095046		B0R0V0
ENSDARG00000014588		Q1L8K1
ENSDARG00000010721		A0A140LGQ2
ENSDARG00000000086		A0A0R4IWJ1
ENSDARG00000098641		A0A0R4IH51
ENSDARG00000092322		R4GEI7
ENSDARG00000006434		Q501W9
ENSDARG00000014588		F1Q5J6
ENSDARG00000054916		Q5U3D2
ENSDARG00000086037		F1QYW3
ENSDARG00000010721		F1QQ74
ENSDARG00000038672		X1WDF3
ENSDARG00000088820		A0A0G2L9Z3
ENSDARG00000038672		X1WG83
ENSDARG00000088820		A0A0G2KZC1
ENSDARG00000054916		E9QDC3
ENSDARG00000020521		R4GE64
ENSDARG00000010721		A0A140LGH9
ENSDARG00000021110	A2CEH0	
ENSDARG00000098641		A0A0R4IET2
ENSDARG00000093176		F1QHU9
ENSDARG00000061351		Q1WCN6
ENSDARG00000060875		E9QDS2
ENSDARG00000010721		A0A0R4IPQ7
ENSDARG00000075151		B8A487
ENSDARG00000061124		E7EZW6
ENSDARG00000069977		A0A140LGF4
ENSDARG00000091090		F8W4Y1
ENSDARG00000074899		X1WD79
ENSDARG00000091090		F8W5W5
ENSDARG00000089766		E7FCS5
ENSDARG00000093176		E7FC96
ENSDARG00000062590		E7F8G7
ENSDARG00000091090		F1QP52
ENSDARG00000063059		A0A0R4IGG8
ENSDARG00000070491		A3KPW8
ENSDARG00000043648		B0S5N5
ENSDARG00000062590		A5WV02
ENSDARG00000070491		A3KPW8
ENSDARG00000044404		F1QHZ4
ENSDARG00000063059		F1QEA6
ENSDARG00000032933		A0A0R4IWB8
ENSDARG00000104460		A2RV22
ENSDARG00000062590		I3ISY3
ENSDARG00000063059		F1QCP3
ENSDARG00000036161		Q7ZU48
ENSDARG00000062590		A5WV03
ENSDARG00000063059		A0A0R4IJR4
ENSDARG00000038991		F1QGG3
ENSDARG00000000370		X1WCV4
ENSDARG00000062590		A0A0R4INC4
ENSDARG00000008383		Q7ZUQ0
ENSDARG00000032933		F1R0M2
ENSDARG00000015310		E9QBX3
ENSDARG00000060875		E7F6Z8
ENSDARG00000079686		F1RAT9
ENSDARG00000069977		A0A140LG01
ENSDARG00000038991		F1QGG3
ENSDARG00000056871		Q7SZZ7
ENSDARG00000015310		E9QH61
ENSDARG00000000370		F1QD90
ENSDARG00000011273		A0A0R4IRH3
ENSDARG00000086236		E7FB63
ENSDARG00000011945		Q802Y0
ENSDARG00000079015		F1R8E8
ENSDARG00000069977		A0A140UHW3
ENSDARG00000062237		Q1LYQ9
ENSDARG00000026902		Q6DHM3
ENSDARG00000100329		X1WFA2
ENSDARG00000037589		E7FGY2
ENSDARG00000069977		A0A140LGZ6
ENSDARG00000100329		A0A0G2KFP6
ENSDARG00000043011	Q805E5	Q1RM39
ENSDARG00000038991		A0A0R4IDY2
ENSDARG00000037589		E7FGY2
ENSDARG00000045444		Q9YI00
ENSDARG00000033273	Q32PL8	
ENSDARG00000015310		Q802Z3
ENSDARG00000011273		A1A5U3
ENSDARG00000087120		E7FC54
ENSDARG00000033273		E9QH71
ENSDARG00000098094		A0A0R4ITS6
ENSDARG00000061887		F1R6T4
ENSDARG00000089158		U3JA50
ENSDARG00000015310		E7F6C9
ENSDARG00000033273		E9QGS9
ENSDARG00000098094		A0A0R4ITQ5
ENSDARG00000026902		A0A0R4IGD2
ENSDARG00000098094		A0A0R4IQX0
ENSDARG00000046143		Q6NY31
ENSDARG00000033273		A0A0R4IVK7
ENSDARG00000095776		F1QN38
ENSDARG00000061887		F1QLS9
ENSDARG00000019144	Q6PHI9	B0V0U3
ENSDARG00000058023		F1RCZ8
ENSDARG00000058023		F1R1T2
ENSDARG00000058023		F1QQR0
ENSDARG00000039757		Q5XJ39
ENSDARG00000077098		X1WBJ0
ENSDARG00000088017		E7F2T4
ENSDARG00000054858		Q1LXN7
ENSDARG00000077198		E9QHF2
ENSDARG00000046143		Q6NY31
ENSDARG00000077198		E7FF04
ENSDARG00000090408		E7FD22
ENSDARG00000063078		B3DG12
ENSDARG00000096514		R4GF23
ENSDARG00000046143		A0A0R4IZP7
ENSDARG00000074533	P0CAT2	
ENSDARG00000046143		F1Q4Z3
ENSDARG00000097997		X1WCI3
ENSDARG00000074533		I3IT65
ENSDARG00000074533		F1QL31
ENSDARG00000070874		A3KNM1
ENSDARG00000013250		A2BIM7
ENSDARG00000037109		F1RAC4
ENSDARG00000034178		F6NXE7
ENSDARG00000070874		A3KNM1
ENSDARG00000089078		F1QE77
ENSDARG00000006110		F8W4C2
ENSDARG00000087120		A0A0H2UJX9
ENSDARG00000089078		E7FCI4
ENSDARG00000074771		F6NZK1
ENSDARG00000013250		A0A0R4IFB3
ENSDARG00000026338		F1R5W3
ENSDARG00000057100	A5WWB6	
ENSDARG00000042850		Q1L982
ENSDARG00000027063		Q7T372
ENSDARG00000054858		F1QWN1
ENSDARG00000018653		B0UXR2
ENSDARG00000006110		F1QKY4
ENSDARG00000018653		B0V2G3
ENSDARG00000037109		A0A0R4IEY7
ENSDARG00000090408		A0A0A0MPK4
ENSDARG00000055226		F1R8V8
ENSDARG00000040261		B3DKD9
ENSDARG00000061835		F8W328
ENSDARG00000013250		F1RD17
ENSDARG00000018653		A0A0R4IUT4
ENSDARG00000011783		A5WV17
ENSDARG00000042850		A4FVJ0
ENSDARG00000099560	Q503U1	
ENSDARG00000040261		F1R272
ENSDARG00000034178		A0A0R4IH63
ENSDARG00000013250		A0A0R4I9Z1
ENSDARG00000018653		F1Q7G7
ENSDARG00000036592		A8E7F0
ENSDARG00000099560		A0A0H2UKE4
ENSDARG00000060925		E7F6J7
ENSDARG00000074765		F1R6J5
ENSDARG00000058865		Q503Y0
ENSDARG00000061835		E7FE28
ENSDARG00000034178		F6PCU2
ENSDARG00000061835		A0A0R4ITH5
ENSDARG00000001447		E9QHV5
ENSDARG00000006207		Q66IE1
ENSDARG00000000175		F1QMG2
ENSDARG00000098441		A0A0R4IAS3
ENSDARG00000034178		A0A0R4IC37
ENSDARG00000014674		B0S5C4
ENSDARG00000013533		Q0D251
ENSDARG00000074765		E9QGM2
ENSDARG00000077367		B0UX66
ENSDARG00000036592		A8E7F1
ENSDARG00000034178		F1QCJ8
ENSDARG00000045911		F6NJC6
ENSDARG00000014674		F1Q8S3
ENSDARG00000077367		F1QB17
ENSDARG00000098441		A0A0R4ITU0
ENSDARG00000075296		E7EXI7
ENSDARG00000013533	P22574	B3DHP6
ENSDARG00000077367		F1R638
ENSDARG00000045911		E7EXF2
ENSDARG00000096715		U3JAP8
ENSDARG00000098441		A0A0R4ID47
ENSDARG00000018002		F1QX93
ENSDARG00000074765		A0A0N4SU34
ENSDARG00000098099		A0A0R4IXS6
ENSDARG00000098610		A0A0R4IUI9
ENSDARG00000061685		F6NYL9
ENSDARG00000098099		A0A0R4IXS6
ENSDARG00000053383	Q502I1	
ENSDARG00000090041		E7EYU3
ENSDARG00000098141		A0A0R4IFX5
ENSDARG00000013022		F1R0S0
ENSDARG00000060705		F1QVK1
ENSDARG00000017316		B8A5N0
ENSDARG00000012688		Q7ZUI8
ENSDARG00000098141		A0A0R4IUQ0
ENSDARG00000069297	B0S733	
ENSDARG00000018002		A0A0R4IQZ3
ENSDARG00000092162		F1QLW2
ENSDARG00000016516	Q5D018	
ENSDARG00000060705		E9QGW1
ENSDARG00000078391		X1WEE6
ENSDARG00000092162		F1R7X4
ENSDARG00000011496		Q5U386
ENSDARG00000017316		F1RCU0
ENSDARG00000060705		F1Q9U9
ENSDARG00000092162		X1WGP2
ENSDARG00000003941		Q7SX91
ENSDARG00000017316		F1QGM6
ENSDARG00000070461		X1WF22
ENSDARG00000029263	O42368	
ENSDARG00000039667		F1QA41
ENSDARG00000069297		F1QQ69
ENSDARG00000029263		E9QE11
