ZDB-FISH-060608-1,t30230,;Adult: behavior (abnormal); drug resistance (abnormal); ,,"Assay: Amphetamine<br>Description: <br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-960805-39"">Laure Bally-Cuif</a> / <a href=""ZFIN_jump?record=ZDB-PERS-020116-15"">Jovica Ninkovic</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31500,;growth (abnormal); Adult: pigment cells (caudal fin) pattern (abnormal); ,1 fish out of 8 with reduced pigment after amputation plane <b>Details:</b>,"Assay: Regeneration 2<br>Description: 1 fish out of 8 with reduced pigment after amputation plane<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-040209-3"">Christopher Antos</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31501,;growth (abnormal); Adult: caudal fin bent (abnormal); ,1 fish of 29 with crooked fin after amputation plane <b>Details:</b>,"Assay: Regeneration 2<br>Description: 1 fish of 29 with crooked fin after amputation plane<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-040209-3"">Christopher Antos</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31502,;growth (abnormal); Adult: pigment cells (caudal fin) pattern (abnormal); ,2 fish out of 9 with reduced pigment after amputation plane <b>Details:</b>,"Assay: Regeneration 2<br>Description: 2 fish out of 9 with reduced pigment after amputation plane<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-040209-3"">Christopher Antos</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31560,;growth (abnormal); Adult: pigment cells (caudal fin) pattern (abnormal); ,pigment variation after amputation plane <b>Details:</b>,"Assay: Regeneration 2<br>Description: pigment variation after amputation plane<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-040209-3"">Christopher Antos</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31773,;growth (abnormal); Adult: caudal fin shape (abnormal); ,2 in 20 fish with no fin regeneration <b>Details:</b>,"Assay: Regeneration 2<br>Description: 2 in 20 fish with no fin regeneration<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-040209-3"">Christopher Antos</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t30955,;skeletal development (abnormal); Adult: scales orientation (abnormal); ,scale polarity <b>Details:</b>,"Assay: Dermal Bone<br>Description: scale polarity<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31022,;skeletal development (abnormal); Adult: scales occurence (abnormal); ,scale ossification phenotype <b>Details:</b>,"Assay: Dermal Bone<br>Description: scale ossification phenotype<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31023,;skeletal development (abnormal); Adult: cranial skeleton round (abnormal); ,Craniofacial. Have rounded heads. Coordinated change mutant? <b>Details:</b>,"Assay: Dermal Bone<br>Description: Craniofacial. Have rounded heads. Coordinated change mutant?<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31098,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,skull shape change. <b>Details:</b>,"Assay: Dermal Bone<br>Description: skull shape change.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31099,;skeletal development (abnormal); Adult: skeletal system dwarf (abnormal); ,dwarf fish; sim. achondroplasia <b>Details:</b>,"Assay: Dermal Bone<br>Description: dwarf fish; sim. achondroplasia<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31143,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,"Frontal bone\"";"" premax and max all diminutive. Lower jaw is protruding from the maxillae due to frontal bone shortening. <b>Details:</b>","Assay: Dermal Bone<br>Description: Frontal bone\"";"" premax and max all diminutive. Lower jaw is protruding from the maxillae due to frontal bone shortening.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31144,;skeletal development (abnormal); Adult: scales round (abnormal); ,Radial scales. Less severe than some others. <b>Details:</b>,"Assay: Dermal Bone<br>Description: Radial scales. Less severe than some others.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31146,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,skull shape change <b>Details:</b>,"Assay: Dermal Bone<br>Description: skull shape change<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31148,;skeletal development (abnormal); Adult: pelvic fin asymmetrical (abnormal); ,asymmetric and symmetric pelvic fin loss <b>Details:</b>,"Assay: Dermal Bone<br>Description: asymmetric and symmetric pelvic fin loss<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31166,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,"Skull shape change; hard to define. Frontal shorter\"";"" the pitch of the branchial bones is changed. <b>Details:</b>","Assay: Dermal Bone<br>Description: Skull shape change; hard to define. Frontal shorter\"";"" the pitch of the branchial bones is changed.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31167,;skeletal development (abnormal); Adult: fins shape (abnormal); ,"Fin shape. Pectoral\"";"" pelvic\"";"" dorsal all changed to shape similar to golf club-like form. May be dominant. <b>Details:</b>","Assay: Dermal Bone<br>Description: Fin shape. Pectoral\"";"" pelvic\"";"" dorsal all changed to shape similar to golf club-like form. May be dominant.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31168,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,skull shape change <b>Details:</b>,"Assay: Dermal Bone<br>Description: skull shape change<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31169,;skeletal development (abnormal); Adult: fins small size (abnormal); ,"odd small fish in appropriate ratio; small fins\"";"" club shaped. All fins about half size\"";"" lepidotrichia thicker; lateral line canals of head look odd in size. <b>Details:</b>","Assay: Dermal Bone<br>Description: odd small fish in appropriate ratio; small fins\"";"" club shaped. All fins about half size\"";"" lepidotrichia thicker; lateral line canals of head look odd in size.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31243,;skeletal development (abnormal); ,,"Assay: Dermal Bone<br>Description: <br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31245,;skeletal development (abnormal); Adult: caudal fin small size (abnormal); ,Fin size. Dorsal lobe of caudal fin 1/2 sized. Good ratio in the population suggesting recessive allele. May be a background mutation given that it is seen off and on through the batch. <b>Details:</b>,"Assay: Dermal Bone<br>Description: Fin size. Dorsal lobe of caudal fin 1/2 sized. Good ratio in the population suggesting recessive allele. May be a background mutation given that it is seen off and on through the batch.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31246,;skeletal development (abnormal); Adult: scales interrupted (abnormal); ,scale pattern disrupted. 2/12 <b>Details:</b>,"Assay: Dermal Bone<br>Description: scale pattern disrupted. 2/12<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31248,;skeletal development (abnormal); Adult: scales round (abnormal); ,"4/17\"";"" scales plate-like on back like <i>spiegel</i> Danio; less extreme though. <b>Details:</b>","Assay: Dermal Bone<br>Description: 4/17\"";"" scales plate-like on back like <i>spiegel</i> Danio; less extreme though.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31252,;skeletal development (abnormal); Adult: dorsal fin small size (abnormal); ,reduction of dorsal fin - 1 without and several with reduction. Posible background mutation. <b>Details:</b>,"Assay: Dermal Bone<br>Description: reduction of dorsal fin - 1 without and several with reduction. Posible background mutation.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31253,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,coordinated skull shape change. <b>Details:</b>,"Assay: Dermal Bone<br>Description: coordinated skull shape change.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31254,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,"skull shape change; parietal enlarged\"";"" shortened frontal <b>Details:</b>","Assay: Dermal Bone<br>Description: skull shape change; parietal enlarged\"";"" shortened frontal<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31255,;skeletal development (abnormal); Adult: cranial skeleton round (abnormal); ,skull rounded <b>Details:</b>,"Assay: Dermal Bone<br>Description: skull rounded<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31258,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,possible shape change in angle of jaw and position of mouth dorsally. <b>Details:</b>,"Assay: Dermal Bone<br>Description: possible shape change in angle of jaw and position of mouth dorsally.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31259,;skeletal development (abnormal); Adult: parietal bone shape (abnormal); ,concavity of parietal bone. <b>Details:</b>,"Assay: Dermal Bone<br>Description: concavity of parietal bone.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31261,;skeletal development (abnormal); ,"eda signaling. FLS phenotype; except more extreme. No lepidotrichia seen. Tail curved. 1/10 found. Checking allelism with <i>fls</i>\"";"" and checking molecular candidates. <b>Details:</b>","Assay: Dermal Bone<br>Description: eda signaling. FLS phenotype; except more extreme. No lepidotrichia seen. Tail curved. 1/10 found. Checking allelism with <i>fls</i>\"";"" and checking molecular candidates.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31264,;skeletal development (abnormal); Adult: cranial skeleton short length (abnormal); ,"Shortened face. Proportional like adult\"";"" looks like coordinated type mutant. No opercle series or branchialstegal rays. 1/12 found. <b>Details:</b>","Assay: Dermal Bone<br>Description: Shortened face. Proportional like adult\"";"" looks like coordinated type mutant. No opercle series or branchialstegal rays. 1/12 found.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31268,;skeletal development (abnormal); Adult: cranial skeleton round (abnormal); ,Skull roundish and small. Fins all 1/4 size and dysmorphic. Good ration. 3/20. <b>Details:</b>,"Assay: Dermal Bone<br>Description: Skull roundish and small. Fins all 1/4 size and dysmorphic. Good ration. 3/20.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31273,;skeletal development (abnormal); Adult: scales (abnormal/absent); ,Two small fish that look like danioella. Fins growing but no sign of scales at time of screen. <b>Details:</b>,"Assay: Dermal Bone<br>Description: Two small fish that look like danioella. Fins growing but no sign of scales at time of screen.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31393,;skeletal development (abnormal); Adult: scales round (abnormal); ,"Scales radial\"";"" put. extra bones on sensory canals. Delay in ossification. <b>Details:</b>","Assay: Dermal Bone<br>Description: Scales radial\"";"" put. extra bones on sensory canals. Delay in ossification.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31534,;skeletal development (abnormal); Adult: scales decreased number (abnormal); ,AR staining shows lack of scales in midventral to caudal peduncle area. Teeth and skull look fine. Small red dots on flank by pigments stripe in area without scales. <b>Details:</b>,"Assay: Dermal Bone<br>Description: AR staining shows lack of scales in midventral to caudal peduncle area. Teeth and skull look fine. Small red dots on flank by pigments stripe in area without scales.<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31535,;skeletal development (abnormal); Adult: opercle shape (abnormal); ,operculum change in shape with alteration in lateral bones <b>Details:</b>,"Assay: Dermal Bone<br>Description: operculum change in shape with alteration in lateral bones<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
,t31536,;skeletal development (abnormal); Adult: cranial skeleton shape (abnormal); ,one fish found out of 10 with extreme cranial shape change and all fins reduced; scales fine <b>Details:</b>,"Assay: Dermal Bone<br>Description: one fish found out of 10 with extreme cranial shape change and all fins reduced; scales fine<br>Submitted by: <a href=""ZFIN_jump?record=ZDB-PERS-030612-10"">Matthew Harris</a>\"";"" <a href=""http://www.zf-models.com/"">ZF-MODELS</a> - Zebrafish Models for Human Development and Disease."
