sanger_preinput_feature_abbrev|sanger_preinput_gene_zdb_id|sanger_preinput_test
sa34656|ZDB-GENE-070912-553|-070912-553
sa34669|ZDB-GENE-041010-146|-041010-146
sa34670|ZDB-GENE-070912-274|-070912-274
sa34672|ZDB-GENE-070912-422|-070912-422
sa34674|ZDB-GENE-050208-290|-050208-290
sa34680|ZDB-GENE-050417-263|-050417-263
sa34685|ZDB-GENE-040329-3|-040329-3
sa34688|ZDB-GENE-030131-8867|-030131-8867
sa34690|ZDB-GENE-070912-446|-070912-446
sa34692|ZDB-GENE-011010-2|-011010-2
sa34695|ZDB-GENE-060818-3|-060818-3
sa34696|ZDB-GENE-030131-5845|-030131-5845
sa34699|ZDB-GENE-001212-5|-001212-5
sa34706|ZDB-GENE-030131-1060|-030131-1060
sa34707|ZDB-GENE-040715-1|-040715-1
sa34713|ZDB-GENE-081104-473|-081104-473
sa34719|ZDB-GENE-030616-264|-030616-264
sa34721|ZDB-GENE-050809-29|-050809-29
sa34722|ZDB-GENE-030516-3|-030516-3
sa34728|ZDB-GENE-030616-413|-030616-413
sa34745|ZDB-GENE-030113-2|-030113-2
sa34746|ZDB-GENE-030113-2|-030113-2
sa34751|ZDB-GENE-060929-452|-060929-452
sa34752|ZDB-GENE-110411-108|-110411-108
sa34763|ZDB-GENE-050119-2|-050119-2
sa34764|ZDB-GENE-050119-2|-050119-2
sa34772|ZDB-GENE-000323-1|-000323-1
sa34779|ZDB-GENE-081105-15|-081105-15
sa34786|ZDB-GENE-120215-215|-120215-215
sa34806|ZDB-GENE-091113-51|-091113-51
sa34813|ZDB-GENE-040718-168|-040718-168
sa34819|ZDB-GENE-050208-62|-050208-62
sa34821|ZDB-GENE-020919-2|-020919-2
sa34826|ZDB-GENE-070702-2|-070702-2
sa34829|ZDB-GENE-070702-2|-070702-2
sa34830|ZDB-GENE-091204-395|-091204-395
sa34843|ZDB-GENE-080104-6|-080104-6
sa34845|ZDB-GENE-031002-48|-031002-48
sa34846|ZDB-GENE-031002-48|-031002-48
sa34854|ZDB-GENE-030729-18|-030729-18
sa34855|ZDB-GENE-030729-18|-030729-18
sa34856|ZDB-GENE-040426-996|-040426-996
sa34859|ZDB-GENE-030131-8865|-030131-8865
sa34867|ZDB-GENE-080506-1|-080506-1
sa34876|ZDB-GENE-050913-71|-050913-71
sa34879|ZDB-GENE-060503-288|-060503-288
sa34884|ZDB-GENE-070818-1|-070818-1
sa34886|ZDB-GENE-091116-12|-091116-12
sa34894|ZDB-GENE-041118-16|-041118-16
sa34912|ZDB-GENE-070620-19|-070620-19
sa34914|ZDB-GENE-050208-41|-050208-41
sa34915|ZDB-GENE-050208-41|-050208-41
sa34916|ZDB-GENE-050208-41|-050208-41
sa34919|ZDB-GENE-040426-1793|-040426-1793
sa34923|ZDB-GENE-041010-102|-041010-102
sa34925|ZDB-GENE-030131-2299|-030131-2299
sa34926|ZDB-GENE-990415-30|-990415-30
sa34933|ZDB-GENE-040927-3|-040927-3
sa34936|ZDB-GENE-080425-3|-080425-3
sa34943|ZDB-GENE-020108-2|-020108-2
sa34949|ZDB-GENE-070804-2|-070804-2
sa34958|ZDB-GENE-080425-5|-080425-5
sa34963|ZDB-GENE-040426-2847|-040426-2847
sa34964|ZDB-GENE-030131-4173|-030131-4173
sa34966|ZDB-GENE-041212-48|-041212-48
sa34967|ZDB-GENE-040426-827|-040426-827
sa34978|ZDB-GENE-091116-16|-091116-16
sa34980|ZDB-GENE-060413-15|-060413-15
sa34982|ZDB-GENE-050309-289|-050309-289
sa34995|ZDB-GENE-050302-9|-050302-9
sa35000|ZDB-GENE-990415-213|-990415-213
sa35002|ZDB-GENE-041007-1|-041007-1
sa35013|ZDB-GENE-071004-45|-071004-45
sa35022|ZDB-GENE-991019-2|-991019-2
sa35024|ZDB-GENE-070112-2112|-070112-2112
sa35027|ZDB-GENE-090918-1|-090918-1
sa35040|ZDB-GENE-040426-2931|-040426-2931
sa35043|ZDB-GENE-060524-3|-060524-3
sa35054|ZDB-GENE-031113-23|-031113-23
sa35056|ZDB-GENE-030131-2592|-030131-2592
sa35058|ZDB-GENE-090428-3|-090428-3
sa35066|ZDB-GENE-070814-6|-070814-6
sa35072|ZDB-GENE-101207-1|-101207-1
sa35079|ZDB-GENE-060503-766|-060503-766
sa35084|ZDB-GENE-031030-6|-031030-6
sa35086|ZDB-GENE-041114-4|-041114-4
sa35092|ZDB-GENE-040724-164|-040724-164
sa35103|ZDB-GENE-061110-100|-061110-100
sa35104|ZDB-GENE-061110-100|-061110-100
sa35107|ZDB-GENE-120314-2|-120314-2
sa35110|ZDB-GENE-081022-110|-081022-110
sa35111|ZDB-GENE-081022-110|-081022-110
sa35140|ZDB-GENE-030616-133|-030616-133
sa35149|ZDB-GENE-041014-269|-041014-269
sa35151|ZDB-GENE-070917-3|-070917-3
sa35155|ZDB-GENE-980526-274|-980526-274
sa35157|ZDB-GENE-990415-130|-990415-130
sa35170|ZDB-GENE-030131-3892|-030131-3892
sa35172|ZDB-GENE-040824-3|-040824-3
sa35181|ZDB-GENE-120316-2|-120316-2
sa35182|ZDB-GENE-040426-1301|-040426-1301
sa35189|ZDB-GENE-121214-301|-121214-301
sa35190|ZDB-GENE-121214-236|-121214-236
sa35195|ZDB-GENE-040426-2222|-040426-2222
sa35196|ZDB-GENE-121214-115|-121214-115
sa35207|ZDB-GENE-031001-4|-031001-4
sa35211|ZDB-GENE-060621-2|-060621-2
sa35213|ZDB-GENE-081022-119|-081022-119
sa35218|ZDB-GENE-031118-121|-031118-121
sa35220|ZDB-GENE-070606-2|-070606-2
sa35223|ZDB-GENE-040426-1138|-040426-1138
sa35233|ZDB-GENE-040426-1666|-040426-1666
sa35235|ZDB-GENE-081104-257|-081104-257
sa35244|ZDB-GENE-121214-37|-121214-37
sa35247|ZDB-GENE-121214-37|-121214-37
sa35256|ZDB-GENE-121214-164|-121214-164
sa35257|ZDB-GENE-040912-88|-040912-88
sa35264|ZDB-GENE-030131-13|-030131-13
sa35265|ZDB-GENE-060331-93|-060331-93
sa35269|ZDB-GENE-030131-5533|-030131-5533
sa35275|ZDB-GENE-050417-56|-050417-56
sa35277|ZDB-GENE-030131-9651|-030131-9651
sa35281|ZDB-GENE-100707-2|-100707-2
sa35283|ZDB-GENE-100707-2|-100707-2
sa35290|ZDB-GENE-041008-78|-041008-78
sa35292|ZDB-GENE-080204-65|-080204-65
sa35299|ZDB-GENE-070206-1|-070206-1
sa35301|ZDB-GENE-030131-6485|-030131-6485
sa35303|ZDB-GENE-990415-128|-990415-128
sa35306|ZDB-GENE-090514-2|-090514-2
sa35311|ZDB-GENE-030131-6607|-030131-6607
sa35313|ZDB-GENE-060720-2|-060720-2
sa35326|ZDB-GENE-030131-7732|-030131-7732
sa35328|ZDB-GENE-991110-8|-991110-8
sa35330|ZDB-GENE-101026-2|-101026-2
sa35337|ZDB-GENE-040426-2385|-040426-2385
sa35345|ZDB-GENE-030131-4311|-030131-4311
sa35365|ZDB-GENE-131119-12|-131119-12
sa35366|ZDB-GENE-131119-12|-131119-12
sa35368|ZDB-GENE-131119-12|-131119-12
sa35373|ZDB-GENE-130613-4|-130613-4
sa35377|ZDB-GENE-050208-103|-050208-103
sa35388|ZDB-GENE-030722-3|-030722-3
sa35389|ZDB-GENE-040516-8|-040516-8
sa35413|ZDB-GENE-050417-402|-050417-402
sa35424|ZDB-GENE-030131-2527|-030131-2527
sa35434|ZDB-GENE-090313-230|-090313-230
sa35435|ZDB-GENE-090313-231|-090313-231
sa35440|ZDB-GENE-090313-98|-090313-98
sa35470|ZDB-GENE-040121-6|-040121-6
sa35473|ZDB-GENE-030131-6701|-030131-6701
sa35478|ZDB-GENE-090312-150|-090312-150
sa35487|ZDB-GENE-040426-1069|-040426-1069
sa35493|ZDB-GENE-060503-809|-060503-809
sa35497|ZDB-GENE-030131-2524|-030131-2524
sa35498|ZDB-GENE-090312-194|-090312-194
sa35503|ZDB-GENE-090312-135|-090312-135
sa35505|ZDB-GENE-040213-2|-040213-2
sa35534|ZDB-GENE-030131-9833|-030131-9833
sa35538|ZDB-GENE-030131-9833|-030131-9833
sa35539|ZDB-GENE-030131-9833|-030131-9833
sa35546|ZDB-GENE-051120-93|-051120-93
sa35559|ZDB-GENE-030131-8043|-030131-8043
sa35562|ZDB-GENE-090319-4|-090319-4
sa35563|ZDB-GENE-090319-1|-090319-1
sa35564|ZDB-GENE-030904-6|-030904-6
sa35566|ZDB-GENE-090313-130|-090313-130
sa35568|ZDB-GENE-080204-32|-080204-32
sa35570|ZDB-GENE-051113-152|-051113-152
sa35571|ZDB-GENE-030616-3|-030616-3
sa35576|ZDB-GENE-040426-1066|-040426-1066
sa35577|ZDB-GENE-040513-7|-040513-7
sa35578|ZDB-GENE-040513-7|-040513-7
sa35580|ZDB-GENE-040704-39|-040704-39
sa35581|ZDB-GENE-030722-9|-030722-9
sa35594|ZDB-GENE-090122-1|-090122-1
sa35596|ZDB-GENE-030131-7809|-030131-7809
sa35613|ZDB-GENE-080204-63|-080204-63
sa35615|ZDB-GENE-040220-1|-040220-1
sa35636|ZDB-GENE-030131-3093|-030131-3093
sa35641|ZDB-GENE-070410-105|-070410-105
sa35650|ZDB-GENE-040426-847|-040426-847
sa35657|ZDB-GENE-060312-28|-060312-28
sa35663|ZDB-GENE-061005-1|-061005-1
sa35664|ZDB-GENE-050419-156|-050419-156
sa35665|ZDB-GENE-081029-9|-081029-9
sa35667|ZDB-GENE-071219-1|-071219-1
sa35670|ZDB-GENE-050417-163|-050417-163
sa35684|ZDB-GENE-030131-8196|-030131-8196
sa35688|ZDB-GENE-081107-3|-081107-3
sa35693|ZDB-GENE-061117-1|-061117-1
sa35694|ZDB-GENE-111031-1|-111031-1
sa35698|ZDB-GENE-030131-8719|-030131-8719
sa35699|ZDB-GENE-040426-1565|-040426-1565
sa35714|ZDB-GENE-061207-1|-061207-1
sa35721|ZDB-GENE-040426-1151|-040426-1151
sa35748|ZDB-GENE-030131-5435|-030131-5435
sa35749|ZDB-GENE-081022-196|-081022-196
sa35750|ZDB-GENE-060810-178|-060810-178
sa35753|ZDB-GENE-030131-897|-030131-897
sa35757|ZDB-GENE-041114-62|-041114-62
sa35762|ZDB-GENE-070127-1|-070127-1
sa35764|ZDB-GENE-040801-45|-040801-45
sa35769|ZDB-GENE-080415-1|-080415-1
sa35772|ZDB-GENE-110411-261|-110411-261
sa35773|ZDB-GENE-131118-33|-131118-33
sa35777|ZDB-GENE-131118-31|-131118-31
sa35782|ZDB-GENE-041212-50|-041212-50
sa35783|ZDB-GENE-041212-50|-041212-50
sa35785|ZDB-GENE-060929-136|-060929-136
sa35788|ZDB-GENE-130530-773|-130530-773
sa35789|ZDB-GENE-050522-125|-050522-125
sa35790|ZDB-GENE-070620-18|-070620-18
sa35797|ZDB-GENE-070424-84|-070424-84
sa35798|ZDB-GENE-070424-84|-070424-84
sa35800|ZDB-GENE-041008-205|-041008-205
sa35804|ZDB-GENE-041111-120|-041111-120
sa35813|ZDB-GENE-990714-20|-990714-20
sa35814|ZDB-GENE-080219-38|-080219-38
sa35817|ZDB-GENE-041010-4|-041010-4
sa35822|ZDB-GENE-041008-77|-041008-77
sa35824|ZDB-GENE-060503-104|-060503-104
sa35827|ZDB-GENE-060503-104|-060503-104
sa35828|ZDB-GENE-040718-449|-040718-449
sa35834|ZDB-GENE-040426-1950|-040426-1950
sa35835|ZDB-GENE-050706-128|-050706-128
sa35838|ZDB-GENE-030319-7|-030319-7
sa35841|ZDB-GENE-110419-5|-110419-5
sa35844|ZDB-GENE-050913-12|-050913-12
sa35845|ZDB-GENE-131127-555|-131127-555
sa35849|ZDB-GENE-040426-2038|-040426-2038
sa35857|ZDB-GENE-060503-918|-060503-918
sa35859|ZDB-GENE-060503-729|-060503-729
sa35862|ZDB-GENE-030131-1768|-030131-1768
sa35865|ZDB-GENE-100728-5|-100728-5
sa35887|ZDB-GENE-100210-5|-100210-5
sa35888|ZDB-GENE-100210-5|-100210-5
sa35889|ZDB-GENE-080423-1|-080423-1
sa35891|ZDB-GENE-061103-457|-061103-457
sa35897|ZDB-GENE-030131-6399|-030131-6399
sa35899|ZDB-GENE-040426-1257|-040426-1257
sa35901|ZDB-GENE-021008-1|-021008-1
sa35914|ZDB-GENE-070410-58|-070410-58
sa35915|ZDB-GENE-080916-1|-080916-1
sa35930|ZDB-GENE-060510-3|-060510-3
sa35931|ZDB-GENE-060510-3|-060510-3
sa35937|ZDB-GENE-030131-5697|-030131-5697
sa35938|ZDB-GENE-070104-1|-070104-1
sa35942|ZDB-GENE-091217-2|-091217-2
sa35947|ZDB-GENE-120329-2|-120329-2
sa35953|ZDB-GENE-040426-2207|-040426-2207
sa35958|ZDB-GENE-030131-8589|-030131-8589
sa35973|ZDB-GENE-000209-3|-000209-3
sa35978|ZDB-GENE-060929-1254|-060929-1254
sa35983|ZDB-GENE-131122-80|-131122-80
sa36002|ZDB-GENE-050913-98|-050913-98
sa36016|ZDB-GENE-110411-17|-110411-17
sa36017|ZDB-GENE-070928-3|-070928-3
sa36019|ZDB-GENE-110411-52|-110411-52
sa36029|ZDB-GENE-100917-2|-100917-2
sa36031|ZDB-GENE-100922-36|-100922-36
sa36034|ZDB-GENE-100922-243|-100922-243
sa36039|ZDB-GENE-060929-368|-060929-368
sa36040|ZDB-GENE-030219-146|-030219-146
sa36043|ZDB-GENE-091020-12|-091020-12
sa36052|ZDB-GENE-001212-8|-001212-8
sa36057|ZDB-GENE-040426-2584|-040426-2584
sa36059|ZDB-GENE-020416-4|-020416-4
sa36063|ZDB-GENE-100921-51|-100921-51
sa36066|ZDB-GENE-100922-275|-100922-275
sa36085|ZDB-GENE-100921-1|-100921-1
sa36096|ZDB-GENE-100922-8|-100922-8
sa36097|ZDB-GENE-110411-119|-110411-119
sa36114|ZDB-GENE-030131-2538|-030131-2538
sa36115|ZDB-GENE-100921-56|-100921-56
sa36122|ZDB-GENE-080303-9|-080303-9
sa36130|ZDB-GENE-030131-1738|-030131-1738
sa36133|ZDB-GENE-061218-4|-061218-4
sa36135|ZDB-GENE-130204-2|-130204-2
sa36139|ZDB-GENE-051212-3|-051212-3
sa36141|ZDB-GENE-030131-1173|-030131-1173
sa36144|ZDB-GENE-100921-71|-100921-71
sa36155|ZDB-GENE-100922-188|-100922-188
sa36157|ZDB-GENE-020507-2|-020507-2
sa36164|ZDB-GENE-030131-5695|-030131-5695
sa36166|ZDB-GENE-110411-211|-110411-211
sa36168|ZDB-GENE-030131-6045|-030131-6045
sa36171|ZDB-GENE-040426-2238|-040426-2238
sa36181|ZDB-GENE-030131-5837|-030131-5837
sa36182|ZDB-GENE-050913-67|-050913-67
sa36193|ZDB-GENE-100211-2|-100211-2
sa36198|ZDB-GENE-040718-44|-040718-44
sa36206|ZDB-GENE-041111-303|-041111-303
sa36213|ZDB-GENE-030131-4831|-030131-4831
sa36214|ZDB-GENE-030131-4831|-030131-4831
sa36219|ZDB-GENE-100922-110|-100922-110
sa36228|ZDB-GENE-060503-688|-060503-688
sa36248|ZDB-GENE-050522-521|-050522-521
sa36251|ZDB-GENE-100921-2|-100921-2
sa36252|ZDB-GENE-980526-118|-980526-118
sa36254|ZDB-GENE-131127-8|-131127-8
sa36255|ZDB-GENE-030131-9466|-030131-9466
sa36256|ZDB-GENE-040808-19|-040808-19
sa36265|ZDB-GENE-030131-6559|-030131-6559
sa36271|ZDB-GENE-090901-1|-090901-1
sa36273|ZDB-GENE-040426-1367|-040426-1367
sa36287|ZDB-GENE-131127-338|-131127-338
sa36297|ZDB-GENE-040108-2|-040108-2
sa36305|ZDB-GENE-110303-1|-110303-1
sa36307|ZDB-GENE-131121-474|-131121-474
sa36309|ZDB-GENE-131121-474|-131121-474
sa36311|ZDB-GENE-090821-5|-090821-5
sa36312|ZDB-GENE-131127-70|-131127-70
sa36317|ZDB-GENE-071218-4|-071218-4
sa36324|ZDB-GENE-120727-12|-120727-12
sa36334|ZDB-GENE-990714-13|-990714-13
sa36338|ZDB-GENE-090429-2|-090429-2
sa36341|ZDB-GENE-050417-86|-050417-86
sa36349|ZDB-GENE-040718-381|-040718-381
sa36350|ZDB-GENE-060818-36|-060818-36
sa36351|ZDB-GENE-050913-49|-050913-49
sa36361|ZDB-GENE-050522-450|-050522-450
sa36381|ZDB-GENE-030131-6304|-030131-6304
sa36384|ZDB-GENE-040426-1364|-040426-1364
sa36389|ZDB-GENE-030711-3|-030711-3
sa36395|ZDB-GENE-060110-3|-060110-3
sa36397|ZDB-GENE-091202-7|-091202-7
sa36407|ZDB-GENE-100405-5|-100405-5
sa36408|ZDB-GENE-050208-257|-050208-257
sa36409|ZDB-GENE-050208-257|-050208-257
sa36413|ZDB-GENE-041010-194|-041010-194
sa36425|ZDB-GENE-070112-2102|-070112-2102
sa36443|ZDB-GENE-060503-794|-060503-794
sa36444|ZDB-GENE-060503-794|-060503-794
sa36445|ZDB-GENE-070112-332|-070112-332
sa36457|ZDB-GENE-030131-5201|-030131-5201
sa36464|ZDB-GENE-070719-9|-070719-9
sa36465|ZDB-GENE-070719-9|-070719-9
sa36466|ZDB-GENE-131126-35|-131126-35
sa36467|ZDB-GENE-110127-3|-110127-3
sa36468|ZDB-GENE-020712-1|-020712-1
sa36481|ZDB-GENE-110411-280|-110411-280
sa36482|ZDB-GENE-111111-11|-111111-11
sa36485|ZDB-GENE-000906-1|-000906-1
sa36487|ZDB-GENE-030131-638|-030131-638
sa36493|ZDB-GENE-131126-72|-131126-72
sa36505|ZDB-GENE-980526-406|-980526-406
sa36515|ZDB-GENE-050320-129|-050320-129
sa36519|ZDB-GENE-100716-6|-100716-6
sa36541|ZDB-GENE-050220-2|-050220-2
sa36544|ZDB-GENE-030723-4|-030723-4
sa36547|ZDB-GENE-061201-63|-061201-63
sa36558|ZDB-GENE-051120-114|-051120-114
sa36559|ZDB-GENE-070112-1862|-070112-1862
sa36562|ZDB-GENE-070705-443|-070705-443
sa36563|ZDB-GENE-070103-1|-070103-1
sa36573|ZDB-GENE-050419-154|-050419-154
sa36575|ZDB-GENE-061009-13|-061009-13
sa36576|ZDB-GENE-990715-2|-990715-2
sa36579|ZDB-GENE-030131-8100|-030131-8100
sa36588|ZDB-GENE-050420-149|-050420-149
sa36589|ZDB-GENE-050420-149|-050420-149
sa36598|ZDB-GENE-030131-4485|-030131-4485
sa36600|ZDB-GENE-010426-3|-010426-3
sa36608|ZDB-GENE-050419-192|-050419-192
sa36613|ZDB-GENE-030131-5929|-030131-5929
sa36614|ZDB-GENE-021118-1|-021118-1
sa36622|ZDB-GENE-050419-181|-050419-181
sa36626|ZDB-GENE-060503-285|-060503-285
sa36635|ZDB-GENE-040426-867|-040426-867
sa36636|ZDB-GENE-040426-937|-040426-937
sa36638|ZDB-GENE-040426-988|-040426-988
sa36642|ZDB-GENE-041114-22|-041114-22
sa36655|ZDB-GENE-070705-31|-070705-31
sa36660|ZDB-GENE-050419-182|-050419-182
sa36672|ZDB-GENE-070705-277|-070705-277
sa36673|ZDB-GENE-070705-277|-070705-277
sa36676|ZDB-GENE-030131-9569|-030131-9569
sa36677|ZDB-GENE-030131-9569|-030131-9569
sa36680|ZDB-GENE-120214-20|-120214-20
sa36685|ZDB-GENE-050419-176|-050419-176
sa36698|ZDB-GENE-990621-11|-990621-11
sa36703|ZDB-GENE-040426-1712|-040426-1712
sa36716|ZDB-GENE-030131-5640|-030131-5640
sa36718|ZDB-GENE-040927-29|-040927-29
sa36731|ZDB-GENE-050419-32|-050419-32
sa36736|ZDB-GENE-060503-693|-060503-693
sa36747|ZDB-GENE-090512-2|-090512-2
sa36749|ZDB-GENE-050306-12|-050306-12
sa36750|ZDB-GENE-050306-12|-050306-12
sa36751|ZDB-GENE-060421-3419|-060421-3419
sa36762|ZDB-GENE-070705-380|-070705-380
sa36769|ZDB-GENE-990715-17|-990715-17
sa36770|ZDB-GENE-080303-2|-080303-2
sa36771|ZDB-GENE-060503-796|-060503-796
sa36778|ZDB-GENE-050208-72|-050208-72
sa36787|ZDB-GENE-050522-47|-050522-47
sa36788|ZDB-GENE-041008-124|-041008-124
sa36806|ZDB-GENE-060503-232|-060503-232
sa36810|ZDB-GENE-060503-893|-060503-893
sa36812|ZDB-GENE-030131-1599|-030131-1599
sa36815|ZDB-GENE-060503-587|-060503-587
sa36822|ZDB-GENE-060503-11|-060503-11
sa36825|ZDB-GENE-030820-3|-030820-3
sa36829|ZDB-GENE-030131-8984|-030131-8984
sa36834|ZDB-GENE-060503-475|-060503-475
sa36836|ZDB-GENE-980526-442|-980526-442
sa36847|ZDB-GENE-060503-246|-060503-246
sa36852|ZDB-GENE-060503-575|-060503-575
sa36856|ZDB-GENE-060503-764|-060503-764
sa36857|ZDB-GENE-060503-90|-060503-90
sa36858|ZDB-GENE-030131-4017|-030131-4017
sa36865|ZDB-GENE-050913-37|-050913-37
sa36869|ZDB-GENE-060503-680|-060503-680
sa36877|ZDB-GENE-030131-3606|-030131-3606
sa36879|ZDB-GENE-030131-3606|-030131-3606
sa36885|ZDB-GENE-040801-259|-040801-259
sa36899|ZDB-GENE-080319-2|-080319-2
sa36902|ZDB-GENE-030131-2214|-030131-2214
sa36906|ZDB-GENE-060503-334|-060503-334
sa36908|ZDB-GENE-040426-2343|-040426-2343
sa36910|ZDB-GENE-040426-2343|-040426-2343
sa36916|ZDB-GENE-990415-52|-990415-52
sa36928|ZDB-GENE-040724-213|-040724-213
sa36929|ZDB-GENE-040724-213|-040724-213
sa36932|ZDB-GENE-040724-211|-040724-211
sa36937|ZDB-GENE-040426-933|-040426-933
sa36938|ZDB-GENE-041008-160|-041008-160
sa36940|ZDB-GENE-040724-54|-040724-54
sa36942|ZDB-GENE-040724-82|-040724-82
sa36969|ZDB-GENE-070705-548|-070705-548
sa36977|ZDB-GENE-041014-28|-041014-28
sa36978|ZDB-GENE-041014-28|-041014-28
sa36979|ZDB-GENE-041014-28|-041014-28
sa36982|ZDB-GENE-040724-143|-040724-143
sa36988|ZDB-GENE-050803-1|-050803-1
sa36989|ZDB-GENE-040724-51|-040724-51
sa37007|ZDB-GENE-030710-3|-030710-3
sa37009|ZDB-GENE-030131-6248|-030131-6248
sa37018|ZDB-GENE-980526-464|-980526-464
sa37021|ZDB-GENE-041001-138|-041001-138
sa37023|ZDB-GENE-041001-139|-041001-139
sa37024|ZDB-GENE-030131-3745|-030131-3745
sa37027|ZDB-GENE-041001-159|-041001-159
sa37031|ZDB-GENE-040912-139|-040912-139
sa37037|ZDB-GENE-041001-146|-041001-146
sa37043|ZDB-GENE-050419-45|-050419-45
sa37047|ZDB-GENE-030131-5355|-030131-5355
sa37050|ZDB-GENE-060929-700|-060929-700
sa37053|ZDB-GENE-030131-31|-030131-31
sa37059|ZDB-GENE-030131-3275|-030131-3275
sa37063|ZDB-GENE-980526-466|-980526-466
sa37073|ZDB-GENE-041001-205|-041001-205
sa37079|ZDB-GENE-040426-1247|-040426-1247
sa37083|ZDB-GENE-041014-329|-041014-329
sa37097|ZDB-GENE-030131-9033|-030131-9033
sa37100|ZDB-GENE-041001-193|-041001-193
sa37107|ZDB-GENE-041014-372|-041014-372
sa37110|ZDB-GENE-040625-36|-040625-36
sa37112|ZDB-GENE-041001-184|-041001-184
sa37115|ZDB-GENE-041001-173|-041001-173
sa37120|ZDB-GENE-030131-1583|-030131-1583
sa37130|ZDB-GENE-050913-77|-050913-77
sa37136|ZDB-GENE-041014-290|-041014-290
sa37142|ZDB-GENE-041014-154|-041014-154
sa37143|ZDB-GENE-030131-5968|-030131-5968
sa37146|ZDB-GENE-030131-618|-030131-618
sa37151|ZDB-GENE-041014-69|-041014-69
sa37152|ZDB-GENE-070424-254|-070424-254
sa37154|ZDB-GENE-041014-38|-041014-38
sa37160|ZDB-GENE-050913-99|-050913-99
sa37164|ZDB-GENE-120215-116|-120215-116
sa37170|ZDB-GENE-081031-75|-081031-75
sa37171|ZDB-GENE-070705-4|-070705-4
sa37179|ZDB-GENE-041014-243|-041014-243
sa37189|ZDB-GENE-030616-420|-030616-420
sa37200|ZDB-GENE-060228-4|-060228-4
sa37203|ZDB-GENE-081104-192|-081104-192
sa37204|ZDB-GENE-030131-5765|-030131-5765
sa37213|ZDB-GENE-120215-245|-120215-245
sa37225|ZDB-GENE-091030-1|-091030-1
sa37226|ZDB-GENE-091117-6|-091117-6
sa37227|ZDB-GENE-041105-6|-041105-6
sa37228|ZDB-GENE-041105-6|-041105-6
sa37229|ZDB-GENE-040801-228|-040801-228
sa37230|ZDB-GENE-040426-962|-040426-962
sa37232|ZDB-GENE-091117-3|-091117-3
sa37239|ZDB-GENE-070410-72|-070410-72
sa37252|ZDB-GENE-040718-300|-040718-300
sa37259|ZDB-GENE-080515-3|-080515-3
sa37262|ZDB-GENE-040426-1491|-040426-1491
sa37263|ZDB-GENE-091118-95|-091118-95
sa37274|ZDB-GENE-091118-46|-091118-46
sa37275|ZDB-GENE-091118-122|-091118-122
sa37284|ZDB-GENE-040426-1358|-040426-1358
sa37285|ZDB-GENE-040426-1620|-040426-1620
sa37292|ZDB-GENE-061103-511|-061103-511
sa37296|ZDB-GENE-031219-7|-031219-7
sa37300|ZDB-GENE-040724-114|-040724-114
sa37334|ZDB-GENE-091112-9|-091112-9
sa37339|ZDB-GENE-050309-179|-050309-179
sa37340|ZDB-GENE-070820-6|-070820-6
sa37355|ZDB-GENE-070410-32|-070410-32
sa37356|ZDB-GENE-091118-8|-091118-8
sa37362|ZDB-GENE-080204-118|-080204-118
sa37364|ZDB-GENE-091113-48|-091113-48
sa37367|ZDB-GENE-051023-6|-051023-6
sa37370|ZDB-GENE-091116-93|-091116-93
sa37374|ZDB-GENE-040426-1057|-040426-1057
sa37386|ZDB-GENE-030131-595|-030131-595
sa37402|ZDB-GENE-060503-435|-060503-435
sa37408|ZDB-GENE-050208-544|-050208-544
sa37413|ZDB-GENE-050208-784|-050208-784
sa37415|ZDB-GENE-050208-707|-050208-707
sa37418|ZDB-GENE-070705-223|-070705-223
sa37426|ZDB-GENE-070912-245|-070912-245
sa37437|ZDB-GENE-030131-6208|-030131-6208
sa37444|ZDB-GENE-040426-1960|-040426-1960
sa37457|ZDB-GENE-030131-1558|-030131-1558
sa37458|ZDB-GENE-050208-574|-050208-574
sa37462|ZDB-GENE-070705-209|-070705-209
sa37463|ZDB-GENE-001205-2|-001205-2
sa37469|ZDB-GENE-041130-1|-041130-1
sa37470|ZDB-GENE-060503-722|-060503-722
sa37473|ZDB-GENE-040704-44|-040704-44
sa37478|ZDB-GENE-050208-475|-050208-475
sa37479|ZDB-GENE-050208-475|-050208-475
sa37483|ZDB-GENE-050208-783|-050208-783
sa37490|ZDB-GENE-091204-463|-091204-463
sa37492|ZDB-GENE-050208-436|-050208-436
sa37506|ZDB-GENE-050208-666|-050208-666
sa37507|ZDB-GENE-040426-1409|-040426-1409
sa37520|ZDB-GENE-050417-210|-050417-210
sa37523|ZDB-GENE-001201-3|-001201-3
sa37533|ZDB-GENE-050208-359|-050208-359
sa37552|ZDB-GENE-060421-4694|-060421-4694
sa37553|ZDB-GENE-070424-72|-070424-72
sa37559|ZDB-GENE-060929-640|-060929-640
sa37560|ZDB-GENE-040801-129|-040801-129
sa37564|ZDB-GENE-100922-157|-100922-157
sa37565|ZDB-GENE-040426-1249|-040426-1249
sa37580|ZDB-GENE-030131-9799|-030131-9799
sa37590|ZDB-GENE-100922-114|-100922-114
sa37593|ZDB-GENE-030131-9032|-030131-9032
sa37598|ZDB-GENE-040813-1|-040813-1
sa37599|ZDB-GENE-070822-5|-070822-5
sa37606|ZDB-GENE-060519-23|-060519-23
sa37607|ZDB-GENE-060519-23|-060519-23
sa37610|ZDB-GENE-040426-1531|-040426-1531
